4.127,4.092,4.195,4.327,4.406,4.380,4.399,4.231,4.122,4.242,4.495,4.551,4.572,4.535,4.267,4.617,4.005,4.334,3.829,4.099,4.258,3.976,4.145,4.064,3.898
4.341,4.302,4.397,4.521,4.515,4.500,4.586,4.414,4.306,4.377,4.721,4.782,4.650,4.802,4.402,4.853,4.205,4.468,4.048,4.306,4.488,4.153,4.296,4.281,4.031
3.598,3.770,3.804,3.931,3.950,4.024,3.946,3.728,3.822,3.811,4.118,4.240,4.171,4.079,3.809,4.454,3.547,3.903,3.393,3.745,3.884,3.656,3.659,3.643,3.441
4.482,4.556,4.529,4.892,4.794,4.918,4.803,4.749,4.623,4.695,4.929,5.186,5.043,5.059,4.734,5.186,4.373,4.638,4.287,4.583,4.810,4.482,4.648,4.560,4.298
4.292,4.265,4.310,4.593,4.573,4.613,4.594,4.481,4.299,4.448,4.693,4.837,4.769,4.806,4.485,4.828,4.159,4.437,4.018,4.287,4.503,4.161,4.384,4.282,4.047
3.956,3.906,3.946,4.214,4.282,4.293,4.214,4.172,3.990,4.077,4.292,4.498,4.472,4.442,4.125,4.432,3.829,4.079,3.629,3.911,4.170,3.819,4.131,3.890,3.764
4.431,4.382,4.450,4.643,4.638,4.630,4.679,4.573,4.440,4.485,4.781,4.910,4.798,4.892,4.521,4.916,4.292,4.544,4.157,4.417,4.598,4.290,4.467,4.408,4.168
4.016,4.033,4.108,4.276,4.411,4.408,4.324,4.133,4.077,4.215,4.417,4.535,4.599,4.445,4.240,4.610,3.923,4.257,3.689,4.008,4.203,3.911,4.109,3.917,3.841
4.715,4.689,4.769,4.977,5.061,5.059,5.017,4.852,4.714,4.890,5.101,5.192,5.249,5.164,4.921,5.221,4.605,4.918,4.406,4.692,4.885,4.575,4.799,4.643,4.516
4.121,4.122,4.117,4.426,4.287,4.372,4.338,4.407,4.254,4.195,4.441,4.768,4.508,4.662,4.230,4.675,3.985,4.181,3.938,4.208,4.421,4.108,4.323,4.204,3.922
3.260,3.412,3.541,3.521,3.618,3.622,3.574,3.346,3.495,3.450,3.713,3.796,3.824,3.619,3.478,4.054,3.235,3.617,3.049,3.402,3.458,3.364,3.280,3.293,3.187
4.268,4.242,4.293,4.509,4.450,4.477,4.492,4.455,4.325,4.327,4.599,4.821,4.639,4.766,4.365,4.795,4.129,4.361,4.026,4.292,4.501,4.183,4.369,4.274,4.028
3.856,3.763,3.883,4.002,4.045,3.997,4.075,3.973,3.837,3.877,4.151,4.245,4.190,4.241,3.912,4.248,3.712,3.994,3.571,3.810,3.955,3.699,3.885,3.804,3.615
3.602,3.608,3.672,3.871,3.931,3.942,3.874,3.783,3.699,3.742,3.971,4.157,4.125,4.048,3.784,4.184,3.496,3.789,3.324,3.627,3.812,3.545,3.727,3.584,3.430
3.325,3.346,3.466,3.443,3.711,3.657,3.657,3.238,3.219,3.647,3.776,3.495,3.860,3.594,3.542,3.802,3.245,3.780,3.043,3.318,3.326,3.042,3.213,3.154,3.105
4.600,4.557,4.595,4.890,4.847,4.876,4.869,4.818,4.637,4.713,4.942,5.142,5.048,5.087,4.762,5.083,4.465,4.715,4.356,4.613,4.804,4.513,4.723,4.622,4.392
3.612,3.749,3.801,3.911,4.015,4.052,3.974,3.706,3.778,3.854,4.124,4.202,4.222,4.064,3.846,4.401,3.558,3.949,3.330,3.698,3.853,3.596,3.665,3.572,3.445
3.959,3.969,4.054,4.224,4.290,4.303,4.286,4.050,3.956,4.151,4.405,4.442,4.465,4.409,4.161,4.545,3.852,4.219,3.651,3.952,4.119,3.797,3.969,3.887,3.720
3.521,3.623,3.736,3.763,3.894,3.888,3.833,3.613,3.686,3.714,3.956,4.031,4.089,3.900,3.733,4.233,3.466,3.853,3.245,3.591,3.703,3.526,3.565,3.479,3.393
3.637,3.550,3.650,3.863,3.877,3.869,3.905,3.780,3.605,3.753,3.965,4.075,4.058,4.072,3.792,4.072,3.485,3.781,3.347,3.589,3.764,3.482,3.688,3.591,3.392
3.752,3.746,3.870,3.932,4.018,3.987,4.003,3.842,3.805,3.837,4.111,4.180,4.182,4.130,3.864,4.285,3.650,3.985,3.474,3.755,3.883,3.651,3.766,3.701,3.566
3.318,3.361,3.455,3.540,3.728,3.712,3.624,3.398,3.382,3.524,3.734,3.782,3.913,3.720,3.534,3.929,3.241,3.603,2.969,3.308,3.481,3.209,3.389,3.183,3.156
4.200,4.246,4.316,4.395,4.516,4.497,4.503,4.244,4.237,4.333,4.654,4.637,4.674,4.625,4.323,4.820,4.110,4.474,3.884,4.191,4.357,4.028,4.167,4.109,3.956
4.032,4.119,4.120,4.379,4.362,4.442,4.344,4.251,4.197,4.204,4.483,4.702,4.578,4.562,4.230,4.749,3.942,4.222,3.802,4.121,4.334,4.023,4.177,4.073,3.854
3.505,3.505,3.661,3.664,3.856,3.801,3.773,3.547,3.540,3.656,3.868,3.866,4.021,3.833,3.673,4.026,3.420,3.799,3.185,3.476,3.593,3.381,3.509,3.380,3.355
