0.000,1.131,0.925,1.373,1.212,1.058,1.252,1.122,1.037,1.504,1.616,1.047,0.964,0.860,1.655,1.364,1.280,1.806,1.360,0.891,0.817,1.508,1.085,1.025,1.452
1.131,0.000,1.324,1.336,0.944,1.408,1.009,1.577,1.193,1.269,1.936,0.872,1.327,1.519,2.214,1.204,1.707,1.829,1.952,1.134,1.174,1.877,1.055,1.185,1.767
0.925,1.324,0.000,1.491,1.266,1.342,1.251,1.170,1.472,1.428,1.214,1.285,1.327,0.927,1.399,1.455,0.711,1.587,1.321,1.235,1.028,1.282,0.990,0.784,1.245
1.373,1.336,1.491,0.000,0.896,1.159,1.239,1.495,1.085,0.888,2.046,0.988,1.504,1.543,2.506,0.803,1.612,1.677,2.022,1.383,1.397,2.053,1.619,1.225,1.999
1.212,0.944,1.266,0.896,0.000,0.824,1.106,1.443,1.000,0.842,1.864,0.967,1.057,1.275,2.096,0.854,1.381,1.494,1.644,0.897,1.214,1.621,1.479,1.064,1.614
1.058,1.408,1.342,1.159,0.824,0.000,1.366,1.221,0.962,1.061,1.767,0.964,0.974,1.178,1.736,1.117,1.188,1.573,1.465,1.161,0.961,1.190,1.341,1.030,1.189
1.252,1.009,1.251,1.239,1.106,1.366,0.000,1.742,1.434,1.381,1.989,1.275,1.018,1.367,2.293,0.789,1.765,2.135,2.042,1.222,1.554,2.005,1.358,0.989,2.077
1.122,1.577,1.170,1.495,1.443,1.221,1.742,0.000,0.888,1.709,1.251,1.493,1.316,0.796,1.505,1.477,0.954,1.091,0.886,1.184,0.902,1.258,1.445,1.070,1.010
1.037,1.193,1.472,1.085,1.000,0.962,1.434,0.888,0.000,1.590,1.867,1.158,1.266,1.255,2.011,1.109,1.301,1.214,1.436,1.326,1.256,1.570,1.339,1.221,1.467
1.504,1.269,1.428,0.888,0.842,1.061,1.381,1.709,1.590,0.000,2.247,0.893,1.192,1.443,2.455,1.161,1.669,1.812,1.846,1.209,1.563,1.991,1.835,1.045,2.096
1.616,1.936,1.214,2.046,1.864,1.767,1.989,1.251,1.867,2.247,0.000,2.159,1.552,1.194,1.288,1.978,1.040,1.193,1.041,1.275,1.159,1.199,1.642,1.514,0.960
1.047,0.872,1.285,0.988,0.967,0.964,1.275,1.493,1.158,0.893,2.159,0.000,1.226,1.463,2.339,1.189,1.670,2.009,1.976,1.014,1.158,2.017,1.202,1.114,1.944
0.964,1.327,1.327,1.504,1.057,0.974,1.018,1.316,1.266,1.192,1.552,1.226,0.000,1.063,1.548,1.120,1.377,1.660,1.650,1.066,1.042,1.338,1.336,1.214,1.452
0.860,1.519,0.927,1.543,1.275,1.178,1.367,0.796,1.255,1.443,1.194,1.463,1.063,0.000,1.403,1.271,0.906,1.376,1.229,0.916,1.069,1.297,1.522,0.714,1.433
1.655,2.214,1.399,2.506,2.096,1.736,2.293,1.505,2.011,2.455,1.288,2.339,1.548,1.403,0.000,2.351,1.408,1.760,1.022,1.480,1.321,1.125,1.709,1.962,1.081
1.364,1.204,1.455,0.803,0.854,1.117,0.789,1.477,1.109,1.161,1.978,1.189,1.120,1.271,2.351,0.000,1.543,1.577,1.839,1.122,1.486,1.923,1.701,0.928,1.975
1.280,1.707,0.711,1.612,1.381,1.188,1.765,0.954,1.301,1.669,1.040,1.670,1.377,0.906,1.408,1.543,0.000,1.211,1.029,1.295,0.929,1.163,1.413,1.059,0.967
1.806,1.829,1.587,1.677,1.494,1.573,2.135,1.091,1.214,1.812,1.193,2.009,1.660,1.376,1.760,1.577,1.211,0.000,1.319,1.245,1.390,1.321,2.122,1.583,1.310
1.360,1.952,1.321,2.022,1.644,1.465,2.042,0.886,1.436,1.846,1.041,1.976,1.650,1.229,1.022,1.839,1.029,1.319,0.000,1.252,1.381,1.106,1.872,1.462,0.913
0.891,1.134,1.235,1.383,0.897,1.161,1.222,1.184,1.326,1.209,1.275,1.014,1.066,0.916,1.480,1.122,1.295,1.245,1.252,0.000,0.790,1.121,1.507,1.298,1.152
0.817,1.174,1.028,1.397,1.214,0.961,1.554,0.902,1.256,1.563,1.159,1.158,1.042,1.069,1.321,1.486,0.929,1.390,1.381,0.790,0.000,1.145,1.015,1.179,0.964
1.508,1.877,1.282,2.053,1.621,1.190,2.005,1.258,1.570,1.991,1.199,2.017,1.338,1.297,1.125,1.923,1.163,1.321,1.106,1.121,1.145,0.000,1.638,1.613,0.631
1.085,1.055,0.990,1.619,1.479,1.341,1.358,1.445,1.339,1.835,1.642,1.202,1.336,1.522,1.709,1.701,1.413,2.122,1.872,1.507,1.015,1.638,0.000,1.445,1.436
1.025,1.185,0.784,1.225,1.064,1.030,0.989,1.070,1.221,1.045,1.514,1.114,1.214,0.714,1.962,0.928,1.059,1.583,1.462,1.298,1.179,1.613,1.445,0.000,1.695
1.452,1.767,1.245,1.999,1.614,1.189,2.077,1.010,1.467,2.096,0.960,1.944,1.452,1.433,1.081,1.975,0.967,1.310,0.913,1.152,0.964,0.631,1.436,1.695,0.000
